Vehicle Type,Make,Model,Year,Price,Milleage,District,published date
Motorbike,Bajaj,Discover,2010.0,"Rs. 410,000",50000.0,Kurunegala,2025-12-14
Motorbike,Bajaj,Platina 125,2010.0,"Rs. 225,000",65000.0,Gampaha,2025-12-14
Motorbike,Bajaj,Pulsar 150,2013.0,"Rs. 435,000",12345.0,Kiribathgoda,2025-12-14
Car,Mazda,Familia Bhalp,1997.0,Negotiable,162075.0,Matara,2025-12-14
SUV,Mitsubishi,4dr5 J44,1984.0,"Rs. 4,150,000",,Pannipitiya,2025-12-14
Motorbike,Honda,Grazia,2018.0,"Rs. 535,000",97000.0,Gampola,2025-12-14
Motorbike,Honda,Dio,2019.0,Negotiable,51920.0,Polonnaruwa,2025-12-14
Motorbike,Hero,Pleasure,2015.0,Negotiable,47000.0,Ambalangoda,2025-12-14
Car,Honda,Grand Civic,1987.0,"Rs. 1,590,000",,Kaduwela,2025-12-14
Lorry,Isuzu,14.5 Feet,1990.0,"Rs. 3,250,000",,Kurunegala,2025-12-14
Car,Toyota,Premio,2019.0,"Rs. 17,300,000",72620.0,Ampara,2025-12-14
Motorbike,Hero,XOOM 125,2025.0,"Rs. 829,000",,Avissawella,2025-12-14
Motorbike,TVS,Scooty Streak,2013.0,"Rs. 235,000",20858.0,Ratnapura,2025-12-14
Car,Nissan,Caravan Home,1991.0,"Rs. 9,500,000",125436.0,Nittambuwa,2025-12-14
Car,Suzuki,Alto K10,2012.0,"Rs. 3,325,000",120000.0,Homagama,2025-12-14
Car,Toyota,Aqua G GRADE,2014.0,"Rs. 7,580,000",130000.0,Middeniya,2025-12-14
Car,Hyundai,Eon Magna,2015.0,"Rs. 3,750,000",106000.0,Kadawatha,2025-12-14
Car,Honda,Fit GP5 S Grade,2013.0,"Rs. 7,690,000",140000.0,Kadawatha,2025-12-14
Car,Toyota,Vitz,2019.0,"Rs. 8,300,000",140000.0,Nittambuwa,2025-12-14
Van,Mitsubishi,P45,1997.0,Negotiable,76429.0,Gampaha,2025-12-14
Car,Daihatsu,MiraL Grade,2025.0,"Rs. 6,390,000",3126.0,Gampaha,2025-12-05
Car,Toyota,YARIS X GRADE,2024.0,"Rs. 9,625,000",3500.0,Kaduwela,2025-12-11
Car,Toyota,Allion 260,2011.0,"Rs. 11,000,000",163000.0,Colombo,2025-12-14
Van,Toyota,KDH 201 Super GL,2015.0,"Rs. 25,500,000",101000.0,Embilipitiya,2025-12-07
Van,Mitsubishi,P45,1997.0,Negotiable,76429.0,Gampaha,2025-12-14
Three Wheel,Bajaj,2 Stroke,2006.0,"Rs. 960,000",,Kaduwela,2025-12-14
Tractor,TAFE,45DI,2011.0,"Rs. 1,950,000",,Kurunegala,2025-12-14
Car,Toyota,Axio G,2008.0,"Rs. 7,500,000",179000.0,Pannipitiya,2025-12-14
Car,Nissan,March K11,1996.0,"Rs. 2,275,000",245647.0,Gampaha,2025-12-14
Car,Nissan,Highway StaR,2016.0,"Rs. 6,350,000",100222.0,Horana,2025-12-14
Car,Toyota,Passo,2017.0,"Rs. 6,750,000",76000.0,Peliyagoda,2025-12-14
Motorbike,Bajaj,Discover 100,2011.0,"Rs. 245,000",123456.0,Kalutara,2025-12-14
Motorbike,Bajaj,N160,2025.0,Negotiable,,Kiribathgoda,2025-12-14
Motorbike,Honda,Dio,2019.0,"Rs. 595,000",24000.0,Ragama,2025-12-14
Motorbike,Honda,Dio,2018.0,"Rs. 565,000",54464.0,Minuwangoda,2025-12-14
Pickup,Toyota,Hilux,2010.0,"Rs. 11,150,000",168000.0,Malabe,2025-12-14
Motorbike,Bajaj,CT-100,2011.0,"Rs. 270,000",,Negombo,2025-12-14
Car,Nissan,FB15,2004.0,"Rs. 4,300,000",215000.0,Ja-Ela,2025-12-14
Car,Toyota,Prius,2013.0,Negotiable,129500.0,Kurunegala,2025-12-14
Motorbike,Bajaj,Pulsar 135,2016.0,"Rs. 375,000",60524.0,Kaduwela,2025-12-14
SUV,Toyota,Corolla Cross,2024.0,"Rs. 26,900,000",6000.0,Colombo,2025-12-14
SUV,Toyota,Land Crusiar Prado 150,2023.0,"Rs. 54,000,000",580.0,Kottawa,2025-12-14
Van,Toyota,Noah CR51 GL,1998.0,"Rs. 4,950,000",200000.0,Pannipitiya,2025-12-14
Motorbike,Bajaj,Discover,2025.0,Negotiable,,Kiribathgoda,2025-12-14
Car,Honda,Fit Shuttle GP2,2012.0,"Rs. 8,750,000",153823.0,Pannipitiya,2025-12-14
Car,Toyota,Aqua Eagle Eye,2017.0,"Rs. 9,700,000",57000.0,Colombo,2025-12-14
Motorbike,Loncin,Super Cub,2007.0,"Rs. 88,000",,Minuwangoda,2025-12-14
Car,Micro,Panda Cross,2016.0,"Rs. 3,590,000",89125.0,Gampaha,2025-12-14
Motorbike,Bajaj,CT-100,2017.0,Negotiable,52000.0,Padukka,2025-12-14
Van,Toyota,Dolphin,1994.0,"Rs. 6,500,000",452800.0,Kandy,2025-12-14
Lorry,Mahindra,Maxximo Plus Vx,2015.0,"Rs. 2,025,000",123455.0,Padukka,2025-12-14
Motorbike,TVS,Victor Edge,2006.0,"Rs. 120,000",25560.0,Kurunegala,2025-12-14
Motorbike,Bajaj,CT-100,2019.0,"Rs. 450,000",50000.0,Maharagama,2025-12-14
Three Wheel,Bajaj,Re 2 Stroke,2006.0,Rs. 10,645879.0,Gampaha,2025-12-14
Car,Honda,Civic EX Modified,2017.0,"Rs. 12,975,000",69000.0,Piliyandala,2025-12-14
Car,Suzuki,Alto LXI,2010.0,"Rs. 3,120,000",32000.0,Horana,2025-12-14
Three Wheel,Bajaj,RE 205,2010.0,"Rs. 1,210,000",444444.0,Middeniya,2025-12-14
Car,Suzuki,Wagon R Stingray,2015.0,"Rs. 5,490,000",143000.0,Nittambuwa,2025-12-14
Motorbike,Bajaj,Pulsar,2020.0,"Rs. 715,000",85000.0,Kurunegala,2025-12-14
Car,Suzuki,MARUTI ZEN,2006.0,"Rs. 2,595,000",106000.0,Malabe,2025-12-14
Car,Daihatsu,Mira ES X Limited SA3,2024.0,"Rs. 6,780,000",3500.0,Mirigama,2025-12-14
Motorbike,Bajaj,CT-100ES,2024.0,"Rs. 520,000",9800.0,Kandana,2025-12-14
Motorbike,Bajaj,Discover 100,2013.0,"Rs. 278,000",1234.0,Beruwala,2025-12-14
Motorbike,Honda,110,2015.0,Negotiable,35.0,Kurunegala,2025-12-14
Car,Suzuki,Spacia Custom XS Turbo,2023.0,"Rs. 9,475,000",2200.0,Colombo,2025-12-09
SUV,Daihatsu,Rocky G Premim,2023.0,"Rs. 13,950,000",18537.0,Polgahawela,2025-12-11
SUV,Mitsubishi,4dr5,1979.0,"Rs. 3,000,000",400000.0,Kandy,2025-12-14
Car,Toyota,Axio 141,2010.0,"Rs. 7,800,000",207000.0,Rajagiriya,2025-12-11
Lorry,Isuzu,Elf,2018.0,Negotiable,168000.0,Kandy,2025-12-14
Car,Toyota,Corolla 141,2008.0,"Rs. 6,650,000",165000.0,Kiribathgoda,2025-12-14
Three Wheel,Bajaj,RE 2 Stroke,2000.0,"Rs. 520,000",35650.0,Matale,2025-12-14
Motorbike,Honda,Benly,1993.0,Negotiable,123.0,Gampaha,2025-12-14
Car,Suzuki,Swift Center Antenna,2004.0,"Rs. 4,150,000",142000.0,Ragama,2025-12-14
Three Wheel,Bajaj,RE 4 Stroke,2012.0,"Rs. 1,275,000",58000.0,Balangoda,2025-12-14
Motorbike,Bajaj,Pulsar 125,2025.0,Negotiable,,Kiribathgoda,2025-12-14
Motorbike,Bajaj,Discover,2010.0,"Rs. 120,000",77000.0,Kadugannawa,2025-12-14
Car,Toyota,Corolla,1987.0,Negotiable,,Puttalam,2025-12-14
Car,Mini,Cooper,1969.0,"Rs. 1,650,000",,Malabe,2025-12-14
Car,Toyota,Axio WxB,2018.0,"Rs. 12,690,000",60000.0,Colombo,2025-12-14
Car,Nissan,Sunny FB15,2002.0,"Rs. 4,250,000",200000.0,Gampaha,2025-12-14
Car,Suzuki,Wagon R Fx,2023.0,"Rs. 7,375,000",8000.0,Katunayake,2025-12-14
Car,Toyota,Passo,2017.0,"Rs. 7,000,000",93500.0,Kiribathgoda,2025-12-14
Car,Suzuki,SWIFT,2004.0,Negotiable,146000.0,Kandy,2025-12-14
Motorbike,Bajaj,CT-100,2013.0,"Rs. 345,000",50000.0,Mawanella,2025-12-14
SUV,MG,ZS,2019.0,Negotiable,80000.0,Colombo,2025-12-14
Car,Toyota,Axio WXB,2018.0,"Rs. 12,750,000",69000.0,Boralesgamuwa,2025-12-14
Car,Audi,A3 Advanced TFSI,2022.0,"Rs. 18,490,000",19000.0,Colombo,2025-12-14
Three Wheel,Bajaj,2 Stroke,2002.0,"Rs. 665,000",41577.0,Ja-Ela,2025-12-14
Motorbike,Yamaha,FZ Version 2,2016.0,Negotiable,33000.0,Ratnapura,2025-12-14
Motorbike,Bajaj,Discover 135,2008.0,"Rs. 318,000",85800.0,Chilaw,2025-12-14
Motorbike,Yamaha,Dt 175,2002.0,"Rs. 540,000",9080.0,Badulla,2025-12-14
Motorbike,Bajaj,CT-100,2015.0,"Rs. 378,000",12768.0,Homagama,2025-12-14
Motorbike,Suzuki,Haojue Gn125H,2019.0,"Rs. 580,000",,Kaduwela,2025-12-14
SUV,Mitsubishi,Montero GLX,2013.0,"Rs. 22,950,000",78000.0,Maharagama,2025-12-14
Car,Hyundai,Kona EV,2020.0,"Rs. 11,000,000",79000.0,Malabe,2025-12-14
Bus,Ashok-Leyland,Viking,2002.0,"Rs. 4,750,000",,Elpitiya,2025-12-14
Car,Toyota,Prius,2012.0,Negotiable,115000.0,Anuradapura,2025-12-14
Van,Toyota,Lh71v 2l,1991.0,Negotiable,258652.0,Colombo,2025-12-14
Bus,Mitsubishi,Rosa,2012.0,Negotiable,123.0,Gampaha,2025-12-14
Three Wheel,Bajaj,RE 2 Stroke,1998.0,"Rs. 185,000",12345.0,Gampaha,2025-12-14
Car,Peugeot,206,2002.0,"Rs. 3,000,000",170000.0,Moratuwa,2025-12-14
Motorbike,Kinetic,Challenger,2003.0,"Rs. 78,000",63256.0,Kandy,2025-12-14
Van,Toyota,Townace Lotto Super Extra,1994.0,"Rs. 4,250,000",296.0,Kandy,2025-12-14
Motorbike,Hero-Honda,Passion Plus,2006.0,"Rs. 125,000",41172.0,Ja-Ela,2025-12-14
Motorbike,Bajaj,Pulsar N 160,2025.0,"Rs. 1,050,000",4028.0,Ragama,2025-12-14
Car,Honda,Civic ES8,2000.0,Negotiable,225000.0,Kalutara,2025-12-14
SUV,Kia,SONET GTX PLUS,2025.0,"Rs. 12,890,000",,Boralesgamuwa,2025-12-14
Car,BMW,520D M5 Kitted,2012.0,"Rs. 19,475,000",121000.0,Nugegoda,2025-12-14
Car,Toyota,Yaris G,2022.0,"Rs. 9,750,000",13100.0,Kadawatha,2025-12-09
Pickup,Toyota,HILUX Z JAPAN,2023.0,"Rs. 22,625,000",13000.0,Kadawatha,2025-12-09
Car,Suzuki,Wagon R FX Hybride,2024.0,"Rs. 8,100,000",1650.0,Kadawatha,2025-12-06
Car,Toyota,Vitz,2018.0,"Rs. 7,900,000",110000.0,Kurunegala,2025-12-08
Car,Toyota,COROLLA 141,2010.0,"Rs. 7,695,000",133603.0,Malabe,2025-12-14
Motorbike,Bajaj,Boxer,2002.0,Negotiable,80000.0,Kandy,2025-12-14
Pickup,Toyota,Hilux LN109 SSRX,1996.0,"Rs. 8,000,000",1.0,Nittambuwa,2025-12-14
Car,Suzuki,Alto,2015.0,"Rs. 3,775,000",65800.0,Anuradapura,2025-12-14
Motorbike,Bajaj,Discover 150,2011.0,"Rs. 240,000",69000.0,Ja-Ela,2025-12-14
Motorbike,Bajaj,Discover 150,2011.0,"Rs. 250,000",16052.0,Matara,2025-12-14
SUV,Daihatsu,Terios,2014.0,"Rs. 780,000",92000.0,Kandy,2025-12-14
Car,Mercedes-Benz,E200,2010.0,"Rs. 12,850,000",144000.0,Malabe,2025-12-14
Motorbike,Honda,Twister,2017.0,"Rs. 345,000",35445.0,Ja-Ela,2025-12-14
Car,Toyota,Vitz,2007.0,"Rs. 4,990,000",166000.0,Colombo,2025-12-14
Car,Toyota,Vitz Edition 2,2018.0,"Rs. 8,275,000",57600.0,Homagama,2025-12-14
SUV,Toyota,Land Cruiser Prado TRJ150 TX,2009.0,"Rs. 24,500,000",126000.0,Negombo,2025-12-14
Car,Toyota,Aqua G,2012.0,"Rs. 6,850,000",128000.0,Minuwangoda,2025-12-14
SUV,Mitsubishi,Eclipse Cross,2018.0,"Rs. 13,150,000",128000.0,Kadawatha,2025-12-14
Car,MG,Zx,2018.0,Negotiable,108452.0,Nittambuwa,2025-12-14
Motorbike,Bajaj,CT-100,2016.0,"Rs. 400,000",70000.0,Gampaha,2025-12-14
Car,Perodua,Axia,2016.0,"Rs. 5,650,000",55000.0,Homagama,2025-12-14
Car,Honda,CIVIC,2008.0,"Rs. 7,895,000",124492.0,Malabe,2025-12-14
SUV,Honda,Vezel Orange Pack,2014.0,"Rs. 9,575,000",175.0,Negombo,2025-12-14
Three Wheel,Bajaj,2 Stroke,2004.0,"Rs. 810,000",41578.0,Ja-Ela,2025-12-14
Motorbike,Bajaj,Platina 125,2011.0,"Rs. 225,000",63000.0,Panadura,2025-12-14
Lorry,Tata,Dimo Lokka,2015.0,"Rs. 2,720,000",80814.0,Anuradapura,2025-12-14
Motorbike,TVS,Scooty Streak,2011.0,"Rs. 185,000",40000.0,Ja-Ela,2025-12-14
Car,Toyota,Axio X Limited,2011.0,"Rs. 7,800,000",160000.0,Kaduwela,2025-12-14
Van,Mazda,Bongo,2008.0,Negotiable,2959000.0,Kurunegala,2025-12-14
SUV,Honda,Vezel Z Premium Plus,2023.0,"Rs. 17,650,000",15000.0,Ragama,2025-12-14
Car,Toyota,Aqua,2013.0,"Rs. 7,480,000",96500.0,Gampaha,2025-12-14
Car,Honda,Civic Sedan Techpack,2019.0,"Rs. 12,800,000",128500.0,Maharagama,2025-12-14
Car,Daihatsu,Taft,2024.0,"Rs. 8,025,000",3600.0,Colombo,2025-12-14
Car,Tesla,MODEL 3,2024.0,"Rs. 32,500,000",65.0,Boralesgamuwa,2025-12-14
Motorbike,Bajaj,Pulsar 135,2014.0,"Rs. 255,000",53000.0,Pannala,2025-12-14
Three Wheel,Bajaj,RE,2015.0,Negotiable,,Matale,2025-12-14
Car,Toyota,Vios,2007.0,"Rs. 5,975,000",12345.0,Kurunegala,2025-12-14
Motorbike,Bajaj,DISCOVER 100,2017.0,"Rs. 365,000",,Kottawa,2025-12-14
Motorbike,Bajaj,Discover 135,2008.0,"Rs. 370,000",,Kandy,2025-12-14
Motorbike,Bajaj,Discover 135,2008.0,"Rs. 370,000",,Kandy,2025-12-14
Motorbike,Yamaha,Fz Version 3.0,2020.0,"Rs. 240,000",36000.0,Embilipitiya,2025-12-14
Motorbike,Yamaha,Zr,2018.0,"Rs. 465,000",45000.0,Gampaha,2025-12-14
Car,Suzuki,Alto Sport,2005.0,"Rs. 2,950,000",83500.0,Piliyandala,2025-12-14
Motorbike,Bajaj,Discover 100,2013.0,"Rs. 278,000",38500.0,Kegalle,2025-12-14
Car,Daihatsu,Mira E.S L SA 3,2025.0,"Rs. 7,150,000",3000.0,Nugegoda,2025-12-13
SUV,Range-Rover,Evoque Dynamic Model Sport,2012.0,"Rs. 16,800,000",134000.0,Ragama,2025-12-06
Car,Toyota,Axio,2016.0,Negotiable,165342.0,Kandy,2025-12-13
Car,Suzuki,Wagon R Custom Zx,2025.0,"Rs. 8,800,000",160.0,Ambalangoda,2025-12-14
Car,Audi,A6,2012.0,Negotiable,,Colombo,2025-12-14
Car,Toyota,Corolla,1994.0,"Rs. 2,750,000",168000.0,Malabe,2025-12-14
Motorbike,Honda,Dio,2018.0,"Rs. 565,000",45000.0,Gampaha,2025-12-14
Car,Mercedes-Benz,C180 Limousine Edition,2016.0,Negotiable,78000.0,Minuwangoda,2025-12-14
Motorbike,Hero,Pleasure,2015.0,"Rs. 345,000",25156.0,Anuradapura,2025-12-14
Motorbike,Hero-Honda,Glamour,2009.0,"Rs. 165,000",65000.0,Gampaha,2025-12-14
Car,Mercedes-Benz,C209 AMG Premium Plus,2019.0,Negotiable,45000.0,Colombo,2025-12-14
Car,Nissan,N16 Super Saloon,2001.0,"Rs. 4,025,000",185000.0,Kandy,2025-12-14
Motorbike,Yamaha,Ray Zr,2018.0,"Rs. 435,000",350000.0,Galle,2025-12-14
Car,Suzuki,Maruti,2003.0,"Rs. 1,695,000",140000.0,Katunayake,2025-12-14
Motorbike,TVS,Wego,2011.0,"Rs. 278,000",53824.0,Aluthgama,2025-12-14
Car,Suzuki,Maruti,2007.0,"Rs. 1,975,000",60000.0,Horana,2025-12-14
Car,Toyota,Axio WXB,2017.0,"Rs. 12,000,000",52000.0,Matara,2025-12-14
Car,Micro,Trend,2008.0,"Rs. 1,700,000",96000.0,Gampaha,2025-12-14
Car,Nissan,AD Wagon,2004.0,Negotiable,191000.0,Colombo,2025-12-14
SUV,Mitsubishi,Montero Sport,2011.0,"Rs. 14,200,000",198000.0,Minuwangoda,2025-12-14
Car,Toyota,Axio G Grade,2016.0,Negotiable,93000.0,Gampaha,2025-12-14
Motorbike,Bajaj,CT-100,2009.0,"Rs. 260,000",53562.0,Ragama,2025-12-14
Car,Toyota,Ist,2009.0,"Rs. 7,150,000",189000.0,Kurunegala,2025-12-14
Car,Toyota,Aqua,2013.0,"Rs. 7,400,000",159091.0,Matara,2025-12-14
Car,Subaru,STI 5,2000.0,"Rs. 5,825,000",163200.0,Gampaha,2025-12-14
Motorbike,Hero,Pleasure,2014.0,"Rs. 340,000",24156.0,Anuradapura,2025-12-14
Car,Toyota,Aqua,2013.0,"Rs. 7,650,000",189000.0,Malabe,2025-12-14
Car,Micro,Panda,2013.0,"Rs. 2,595,000",76000.0,Colombo,2025-12-14
Pickup,Toyota,HILUX Rocco,2025.0,"Rs. 25,450,000",5.0,Minuwangoda,2025-12-14
Motorbike,Bajaj,Avenger,2016.0,"Rs. 490,000",100000.0,Kalutara,2025-12-14
Motorbike,Honda,Dio,2012.0,Negotiable,4000.0,Kurunegala,2025-12-14
Car,Toyota,YARIS X GRADE,2024.0,"Rs. 9,475,000",2113.0,Gampaha,2025-12-14
Motorbike,TVS,Victor,2005.0,"Rs. 150,000",65745.0,Ragama,2025-12-14
Car,Toyota,Corolla CE110 L Grade,1997.0,"Rs. 4,600,000",,Gampaha,2025-12-14
Motorbike,Bajaj,Platina,2009.0,"Rs. 240,000",25693.0,Kurunegala,2025-12-14
Lorry,Toyota,Liteace,1996.0,"Rs. 3,050,000",280000.0,Embilipitiya,2025-12-14
Car,Suzuki,Celerio Vxi,2016.0,"Rs. 5,290,000",97000.0,Kadawatha,2025-12-14
Lorry,Mitsubishi,Canter,1987.0,"Rs. 1,850,000",300000.0,Negombo,2025-12-14
Three Wheel,Bajaj,2 Stroke,2002.0,"Rs. 690,000",,Gampaha,2025-12-14
Motorbike,Hero,Pleasure,2017.0,"Rs. 313,000",35000.0,Kelaniya,2025-12-14
Three Wheel,Bajaj,Re,2006.0,"Rs. 950,000",888.0,Ja-Ela,2025-12-14
Motorbike,Honda,RoadMaster 200,1981.0,"Rs. 1,200,000",45000.0,Divulapitiya,2025-12-14
,Yanmar,B-27,2012.0,"Rs. 1,350,000",4321.0,Divulapitiya,2025-12-14
Motorbike,Bajaj,Discover,2010.0,"Rs. 248,000",12345.0,Elpitiya,2025-12-14
Motorbike,Bajaj,Discover,2013.0,"Rs. 295,000",60000.0,Kotte,2025-12-14
Car,Nissan,Cefiro A33,2000.0,"Rs. 3,385,000",178000.0,Kandy,2025-12-13
Car,Toyota,Axio G Grade,2014.0,"Rs. 9,400,000",161000.0,Gampaha,2025-12-14
Car,Toyota,Vitz,2018.0,"Rs. 7,900,000",110000.0,Kurunegala,2025-12-08
Motorbike,Bajaj,Discover,2010.0,"Rs. 248,000",12345.0,Elpitiya,2025-12-14
Motorbike,Bajaj,CT-100,2018.0,Negotiable,,Katunayake,2025-12-14
Three Wheel,Bajaj,2 Stroke,1995.0,"Rs. 430,000",,Chilaw,2025-12-14
Motorbike,Bajaj,Discover 100,2013.0,"Rs. 267,000",7777.0,Homagama,2025-12-14
Car,Suzuki,Wagon R Fz Safety,2018.0,"Rs. 6,975,000",29900.0,Kegalle,2025-12-14
Car,Nissan,N16,2001.0,"Rs. 3,990,000",179000.0,Kandy,2025-12-14
SUV,Micro,Actyon,2008.0,Negotiable,141000.0,Nugegoda,2025-12-14
Motorbike,Yamaha,FZ,2016.0,"Rs. 740,000",76000.0,Moneragala,2025-12-14
,IHI,GX 35,2016.0,"Rs. 1,650,000",43.0,Kurunegala,2025-12-14
Car,Toyota,Corolla 141,2007.0,"Rs. 5,900,000",155000.0,Colombo,2025-12-14
Motorbike,Bajaj,Discover 125,2014.0,Negotiable,54650.0,Kadawatha,2025-12-14
Motorbike,Suzuki,Burgman 125,2020.0,"Rs. 755,000",41000.0,Kelaniya,2025-12-14
Motorbike,Bajaj,Pulsar 150,2016.0,"Rs. 540,000",54232.0,Embilipitiya,2025-12-14
Motorbike,Bajaj,CT-100,2016.0,Negotiable,38000.0,Embilipitiya,2025-12-14
Three Wheel,Bajaj,2 Stroke,2006.0,"Rs. 945,000",16052.0,Tangalle,2025-12-14
Car,Toyota,Dx Wagon Ke 72,1987.0,Negotiable,32332.0,Negombo,2025-12-14
Van,Toyota,Hiace Dolphin LH123,1995.0,"Rs. 13,575,000",251000.0,Kandy,2025-12-14
Car,Honda,Grace,2015.0,"Rs. 9,800,000",130000.0,Homagama,2025-12-14
Motorbike,Yamaha,Fz-S Version 2.0,2018.0,"Rs. 805,000",71500.0,Gampaha,2025-12-14
Van,Toyota,Cr41,1997.0,"Rs. 6,275,000",152000.0,Kandy,2025-12-14
Motorbike,Bajaj,CT-100,2018.0,"Rs. 470,000",45000.0,Kurunegala,2025-12-14
Car,Toyota,Yaris,2023.0,"Rs. 9,550,000",26000.0,Colombo,2025-12-14
Lorry,Mahindra,Maxximo,2012.0,"Rs. 1,375,000",111111.0,Matara,2025-12-14
SUV,Mitsubishi,Montero,2001.0,"Rs. 10,800,000",167000.0,Malabe,2025-12-14
Car,Toyota,Allion G Grade,2012.0,"Rs. 10,100,000",133500.0,Battaramulla,2025-12-14
Car,Suzuki,XBee MZ TURBO,2018.0,Negotiable,73107.0,Colombo,2025-12-14
Car,Suzuki,Swift Japan,2008.0,"Rs. 5,990,000",63500.0,Colombo,2025-12-14
Motorbike,Singer,Eagle 125,2015.0,"Rs. 220,000",50000.0,Wattala,2025-12-14
Car,Toyota,Axio,2017.0,"Rs. 10,690,000",105000.0,Nittambuwa,2025-12-14
Three Wheel,Bajaj,4 Stroke,2009.0,"Rs. 940,000",40874.0,Nittambuwa,2025-12-14
Car,Toyota,Premio G Superior,2017.0,"Rs. 16,500,000",80000.0,Kandy,2025-12-14
Car,Toyota,Aqua,2015.0,"Rs. 8,250,000",140000.0,Kandy,2025-12-14
Car,Nissan,CEDRIC Y32 BROUGHAM LUXURY,1994.0,"Rs. 5,675,000",140000.0,Kandy,2025-12-14
Car,Nissan,N16 Ex Saloon,2000.0,"Rs. 4,095,000",175000.0,Ratnapura,2025-12-14
Car,Micro,Panda,2015.0,"Rs. 2,990,000",89000.0,Wennappuwa,2025-12-14
Car,Toyota,Aqua G Limited,2013.0,Negotiable,118000.0,Wennappuwa,2025-12-14
SUV,Mitsubishi,Montero,2015.0,"Rs. 24,500,000",76000.0,Boralesgamuwa,2025-12-14
Car,Suzuki,Wagon R STINGRAY,2016.0,"Rs. 6,090,000",102000.0,Ambalangoda,2025-12-14
Motorbike,Yamaha,FZ-V4,2025.0,"Rs. 590,000",,Minuwangoda,2025-12-14
Motorbike,Bajaj,Discover 150,2012.0,"Rs. 268,000",50000.0,Horana,2025-12-14
Car,Suzuki,Wagon R,2017.0,"Rs. 5,900,000",105000.0,Matugama,2025-12-13
Motorbike,Bajaj,Discover 135,2009.0,"Rs. 345,000",60000.0,Dompe,2025-12-14
Car,Daihatsu,Mira L,2024.0,Negotiable,2300.0,Ragama,2025-12-05
SUV,Honda,HR-V,2001.0,"Rs. 4,650,000",250000.0,Homagama,2025-12-10
Van,Nissan,Vanette,1993.0,"Rs. 2,290,000",123.0,Avissawella,2025-12-14
Car,Micro,Panda,2016.0,Negotiable,116750.0,Kottawa,2025-12-14
Motorbike,TVS,Scooty Streak,2011.0,"Rs. 167,000",35658.0,Matara,2025-12-14
Car,Toyota,Axio,2007.0,Negotiable,150000.0,Kadawatha,2025-12-14
Van,Suzuki,Every,2013.0,"Rs. 5,550,000",126000.0,Kiribathgoda,2025-12-14
Car,Micro,Panda,2016.0,"Rs. 3,100,000",92000.0,Kalutara,2025-12-14
SUV,Toyota,Land Cruiser Prado TX 150,2014.0,"Rs. 35,500,000",87000.0,Kotte,2025-12-14
Motorbike,Bajaj,Discover,2009.0,"Rs. 235,000",28600.0,Kurunegala,2025-12-14
Car,Nissan,Trad Sunny,1987.0,"Rs. 1,695,000",200000.0,Anuradapura,2025-12-14
Car,Toyota,YARIS,2023.0,Negotiable,,Gampaha,2025-12-14
Car,Toyota,Corolla 121,2004.0,"Rs. 5,250,000",164000.0,Kiribathgoda,2025-12-14
Motorbike,Bajaj,Platina 100,2010.0,"Rs. 225,000",52520.0,Embilipitiya,2025-12-14
Car,Nissan,Bluebird,2000.0,"Rs. 3,450,000",141000.0,Ratnapura,2025-12-14
Motorbike,Honda,Cd125 Benly,2011.0,"Rs. 680,000",32532.0,Matale,2025-12-14
Car,Nissan,AB13,1992.0,"Rs. 2,750,000",172000.0,Malabe,2025-12-14
Motorbike,Bajaj,Discover,2010.0,"Rs. 248,000",1234568.0,Elpitiya,2025-12-14
Car,Perodua,Axia,2015.0,"Rs. 5,400,000",136000.0,Hikkaduwa,2025-12-14
SUV,Nissan,X-trail T32,2016.0,"Rs. 10,500,000",171000.0,Colombo,2025-12-14
Tractor,Kubota,K600,2002.0,"Rs. 450,000",50000.0,Divulapitiya,2025-12-14
Motorbike,Bajaj,CT-100,2010.0,"Rs. 265,000",36000.0,Chilaw,2025-12-14
Pickup,Mitsubishi,Sportero,2011.0,"Rs. 9,300,000",240000.0,Galle,2025-12-14
Car,Ford,Ecosport Titanium,2017.0,Negotiable,90000.0,Gampaha,2025-12-14
Motorbike,Honda,PCX 160,2025.0,"Rs. 2,080,000",,Horana,2025-12-14
Car,Honda,FIT GP5,2015.0,"Rs. 7,700,000",105000.0,Colombo,2025-12-14
Car,Toyota,Vitz,2009.0,Negotiable,150000.0,Kadawatha,2025-12-14
Car,Suzuki,Alto,2008.0,Negotiable,120.0,Gampaha,2025-12-14
Motorbike,Bajaj,Discover 135,2010.0,Negotiable,48563.0,Kandy,2025-12-14
Motorbike,Honda,CD 125,1988.0,"Rs. 365,000",123456.0,Kurunegala,2025-12-14
Motorbike,Ranomoto,Pattaya Double Power,2017.0,"Rs. 195,000",12000.0,Colombo,2025-12-14
Car,Suzuki,Wagon R FX Safety,2024.0,Negotiable,11000.0,Negombo,2025-12-14
Motorbike,Demak,Savage,2014.0,Negotiable,,Moratuwa,2025-12-14
SUV,Toyota,RAV4 G GRADE,2007.0,"Rs. 7,650,000",189000.0,Kurunegala,2025-12-14
Car,Suzuki,Wagon R FX SAFETY PACKAGE,2017.0,"Rs. 5,925,000",110000.0,Colombo,2025-12-14
Car,Toyota,Corolla 121,2003.0,"Rs. 5,550,000",123.0,Nittambuwa,2025-12-14
Motorbike,Bajaj,CT-100,2011.0,"Rs. 270,000",,Minuwangoda,2025-12-14
Van,Toyota,TownAce CR27,1993.0,Negotiable,,Embilipitiya,2025-12-14
