Text,Price,Year,Page
"Home / All Ads / Car
Displaying 1880 - 1920 of 24205 Search Results
Previous
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
...606
Next
T","Rs. 10,600,000",1920,48
"Toyota Axio 2015 Car
Malabe
Rs. 10,600,000
127000 (km)
2025-12-13","Rs. 10,600,000",2015,48
"Toyota Yaris G 2022 Car
Kandy
Rs. 9,750,000
24000 (km)
2025-12-06","Rs. 9,750,000",2022,48
"Toyota Prius 3 2011 Car
Gampaha
Rs. 9,490,000
172000 (km)
2025-12-05","Rs. 9,490,000",2011,48
"Mercedes-Benz E200 1998 Car
Colombo
Rs. 5,500,000
80000 (km)
2025-12-12","Rs. 5,500,000",1998,48
"Toyota Ee96 1990 Car
Divulapitiya
Rs. 1,900,000
1234 (km)
2025-12-13","Rs. 1,900,000",1990,48
"Suzuki Spacia 2016 Car
Katunayake
Rs. 5,625,000
92000 (km)
2025-12-13","Rs. 5,625,000",2016,48
"Suzuki Wagon R Custom Z Cam 2024 Car
Colombo
Rs. 8,800,000
2025-12-13","Rs. 8,800,000",2024,48
"Toyota DX Wagon Ke72 1984 Car
Kurunegala
Rs. 865,000
1000 (km)
2025-12-13","Rs. 865,000",1984,48
"Suzuki Swift 2004 Car
Gampaha
Rs. 4,550,000
18689 (km)
2025-12-13","Rs. 4,550,000",2004,48
"Toyota Vitz 2009 Car
Ragama
Rs. 5,425,000
165000 (km)
2025-12-13","Rs. 5,425,000",2009,48
"Toyota Corsa 1997 Car
Kottawa
Rs. 3,175,000
210000 (km)
2025-12-13","Rs. 3,175,000",1997,48
"Kia Spectra 2002 Car
Gampaha
Rs. 2,200,000
150000 (km)
2025-12-13","Rs. 2,200,000",2002,48
"Suzuki Alto 2014 Car
Homagama
Rs. 3,660,000
207 (km)
2025-12-13","Rs. 3,660,000",2014,48
"Honda Grace EX 2017 Car
Dankotuwa
Rs. 10,990,000
137000 (km)
2025-12-13","Rs. 10,990,000",2017,48
"Suzuki Wagon R Stingray 2016 Car
Piliyandala
Rs. 5,450,000
89000 (km)
2025-12-13","Rs. 5,450,000",2016,48
"Home / All Ads / Car
Displaying 1920 - 1960 of 24205 Search Results
Previous
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
...606
Next
T","Rs. 10,900",1920,49
"Home / All Ads / Car
Displaying 1920 - 1960 of 24205 Search Results
Previous
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
...606
Next
T","Rs. 10,900",1920,49
"Toyota Axio G Grade 2015 Car
Ambalangoda
Rs. 10,900,000
180000 (km)
2025-12-14","Rs. 10,900,000",2015,49
"Suzuki Wagon R Stingray 2025 Car
Kurunegala
Rs. 9,250,000
2025-12-04","Rs. 9,250,000",2025,49
"BMW 520d 2013 Car
Colombo
Rs. 19,000,000
145500 (km)
2025-12-09","Rs. 19,000,000",2013,49
"Honda FIT GP5 2014 Car
Chilaw
Rs. 7,700,000
192292 (km)
2025-12-13","Rs. 7,700,000",2014,49
"Toyota Passo G Grade 2015 Car
Gampaha
Rs. 6,300,000
74000 (km)
2025-12-13","Rs. 6,300,000",2015,49
"Toyota Premio G Superior 2013 Car
Colombo
Rs. 11,100,000
2025-12-13","Rs. 11,100,000",2013,49
"Perodua Viva Elite 2010 Car
Kurunegala
Rs. 4,200,000
140000 (km)
2025-12-13","Rs. 4,200,000",2010,49
"BMW 318 2017 Car
Ambalangoda
Rs. 1,950,000
136000 (km)
2025-12-13","Rs. 1,950,000",2017,49
"Toyota Corolla 121 G Grade 2004 Car
Ratnapura
Rs. 6,350,000
242000 (km)
2025-12-13","Rs. 6,350,000",2004,49
"Suzuki Alto Lxi 2008 Car
Kandy
Rs. 2,775,000
112000 (km)
2025-12-13","Rs. 2,775,000",2008,49
"Toyota Axio 2008 Car
Embilipitiya
Rs. 7,800,000
120000 (km)
2025-12-13","Rs. 7,800,000",2008,49
"Nissan March 2003 Car
Moratuwa
Rs. 3,750,000
150856 (km)
2025-12-13","Rs. 3,750,000",2003,49
"Toyota ROOMY X 2022 Car
Colombo
Rs. 8,675,000
32000 (km)
2025-12-13","Rs. 8,675,000",2022,49
"Toyota Axio 2008 Car
Minuwangoda
Rs. 7,350,000
260000 (km)
2025-12-13","Rs. 7,350,000",2008,49
"Toyota Premio 2009 Car
Mawanella
Rs. 9,000,000
201000 (km)
2025-12-13","Rs. 9,000,000",2009,49
"Home / All Ads / Car
Displaying 1960 - 2000 of 24205 Search Results
Previous
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
...606
Next
N","Rs. 5,850,000",1960,50
"Home / All Ads / Car
Displaying 1960 - 2000 of 24205 Search Results
Previous
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
...606
Next
N","Rs. 5,850,000",1960,50
"Nissan Cefiro J31 2008 Car
Colombo
Rs. 5,850,000
162000 (km)
2025-12-08","Rs. 5,850,000",2008,50
"Mitsubishi Colt 1986 Car
Mawanella
Rs. 1,050,000
2025-12-09","Rs. 1,050,000",1986,50
"Suzuki Wagon R Custom Z 2025 Car
Kandana
Rs. 8,850,000
50 (km)
2025-12-12","Rs. 8,850,000",2025,50
"Toyota YARIS X GRADE 2024 Car
Kaduwela
Rs. 9,625,000
3500 (km)
2025-12-11","Rs. 9,625,000",2024,50
"Nissan Sunny FB14 1995 Car
Kurunegala
Rs. 2,500,000
148500 (km)
2025-12-13","Rs. 2,500,000",1995,50
"Suzuki Maruti EFI 2000 Car
Dehiwala-Mount-Lavinia
Rs. 1,775,000
14500 (km)
2025-12-13","Rs. 1,775,000",2000,50
"Dehiwala-Mount-Lavinia
Rs. 1,775,000
14500 (km)
2025-12-13","Rs. 1,775,000",2025,50
"Suzuki Wagon R FZ Safety 2014 Car
Ja-Ela
Rs. 5,300,000
90000 (km)
2025-12-13","Rs. 5,300,000",2014,50
"Suzuki WAGON R 2023 Car
Homagama
Rs. 7,100,000
2000 (km)
2025-12-13","Rs. 7,100,000",2023,50
"Chevrolet AVEO LT 2008 Car
Colombo
Rs. 3,450,000
140000 (km)
2025-12-13","Rs. 3,450,000",2008,50
"Hyundai Accent 2011 Car
Nittambuwa
Rs. 5,975,000
172000 (km)
2025-12-13","Rs. 5,975,000",2011,50
"Suzuki Maruti 2004 Car
Katunayake
Rs. 1,725,000
42500 (km)
2025-12-13","Rs. 1,725,000",2004,50
"Suzuki Wagon R FX Hybrid 2024 Car
Ampara
Rs. 7,890,000
7600 (km)
2025-12-13","Rs. 7,890,000",2024,50
"Toyota Belta 2007 Car
Matara
Rs. 6,550,000
180000 (km)
2025-12-13","Rs. 6,550,000",2007,50
"BMW 320DE90 2011 Car
Ratnapura
Rs. 12,000,000
185000 (km)
2025-12-13","Rs. 12,000,000",2011,50
