Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,1,5BA-M900S,THOR
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2022.0,3,5BA-M900A,ROOMY
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,2022.0,1,5BA-M900A,ROOMY
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,657.0,GAMPAHA,RECONDITIONED,2022.0,1,5BA-MH85S,WAGON R
CAR,DAIHATSU,5BA-A201S ROCKY,JAPAN,PETROL,1196.0,MONERAGALA,RECONDITIONED,2023.0,1,5BA-A201S,ROCKY
CAR,B.M.W.,3BA-7K15  218 I,GERMANY,PETROL,1499.0,RATNAPURA,RECONDITIONED,2023.0,1,3BA-7K15,218 I
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2023.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,COLOMBO,RECONDITIONED,2023.0,2,5AA-A202A,RAIZE
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,990.0,KANDY,RECONDITIONED,2022.0,1,5BA-KSP210,YARIS
CAR,TOYOTA,URBAN CRUISER TAISOR,INDIA,PETROL,998.0,BATTICALOA,RECONDITIONED,2025.0,4,,URBAN CRUISER TAISOR
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,4,5AA-B44W,DAYZ
CAR,MERCEDES BENZ,4AA-213077C E 200,GERMANY,PETROL,1496.0,COLOMBO,RECONDITIONED,2023.0,1,4AA-213077C,E 200
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2025.0,14,5AA-MH95S,WAGON R
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,GAMPAHA,RECONDITIONED,2024.0,2,5AA-A202A,RAIZE
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2023.0,2,5BD-DR17V,CLIPPER
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,POLONNARUWA,RECONDITIONED,2022.0,1,6AA-RV5,VEZEL
CAR,DAIHATSU,5BA-LA350S MIRA E.S,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,1,5BA-LA350S,MIRA E.S
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,659.0,KANDY,RECONDITIONED,2024.0,2,5BA-B43W,DAYZ
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1490.0,GAMPAHA,RECONDITIONED,2025.0,1,6AA-RV5,VEZEL
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,2,3BA-HA37S,ALTO
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,ELECTRIC,78.0,KANDY,RECONDITIONED,2024.0,1,5AA-A202A,RAIZE
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,KANDY,RECONDITIONED,2025.0,3,,RANGER RAPTOR
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2023.0,4,5BA-B43W,DAYZ
CAR,DAIHATSU,5BA-LA350S MIRA E.S,JAPAN,PETROL,656.0,KANDY,RECONDITIONED,2024.0,1,5BA-LA350S,MIRA E.S
CAR,TOYOTA,6AA-AXUH80 HARRIER,JAPAN,PETROL/ELE,2487.0,COLOMBO,RECONDITIONED,2024.0,1,6AA-AXUH80,HARRIER
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,HAMBANTOTA,RECONDITIONED,2023.0,2,5BA-M900S,THOR
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2024.0,12,5BA-MH85S,WAGON R
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2023.0,4,3BA-A210A,RAIZE
CAR,VOLKSWAGEN,3BA-AWDLA POLO,GERMANY,PETROL,999.0,COLOMBO,RECONDITIONED,2023.0,2,3BA-AWDLA,POLO
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,TRINCOMALEE,RECONDITIONED,2023.0,1,5BD-DA17V,EVERY
CAR,MITSUBISHI,5AA-B34W EK X,JAPAN,PETROL,659.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-B34W,EK X
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,8,3BA-HA37S,ALTO
CAR,TOYOTA,URBAN CRUISER,INDIA,PETROL,998.0,BATTICALOA,RECONDITIONED,2025.0,1,,URBAN CRUISER
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,BATTICALOA,RECONDITIONED,2023.0,2,5BA-M900A,ROOMY
CAR,DAIHATSU,5BA-M700S BOON,JAPAN,PETROL,996.0,GALLE,RECONDITIONED,2023.0,1,5BA-M700S,BOON
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2023.0,36,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,HAMBANTOTA,RECONDITIONED,2024.0,4,6AA-RV5,VEZEL
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2024.0,1,4AA-MK54S,SPACIA
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,2024.0,1,3BA-HA37S,ALTO
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,1,5AA-B44W,DAYZ
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,RATNAPURA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,TOYOTA,5BA-KSP210  YARIS,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2023.0,1,5BA-KSP210,YARIS
CAR,DAIHATSU,5AA-A202S ROCKY,JAPAN,PETROL/ELE,78.0,COLOMBO,RECONDITIONED,2023.0,2,5AA-A202S,ROCKY
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,POLONNARUWA,RECONDITIONED,2025.0,7,6AA-RV5,VEZEL
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,PUTTALAM,RECONDITIONED,2025.0,5,5AA-A202A,RAIZE
CAR,NISSAN,6AA-FE13  NOTE AURA,JAPAN,ELECTRIC,100.0,KALUTARA,RECONDITIONED,2024.0,1,6AA-FE13,NOTE AURA
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,5,3BA-A210A,RAIZE
CAR,SUBARU,5BA-A201F REX,JAPAN,PETROL,1196.0,HAMBANTOTA,RECONDITIONED,2023.0,1,5BA-A201F,REX
CAR,TOYOTA,3BA-TRJ150W,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,2023.0,2,3BA-TRJ150W,PRADO
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,9,5BA-LA350S,MIRA ES
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2025.0,3,5BA-KSP210,YARIS
CAR,SUZUKI,3BD-DA17V,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,1,3BD-DA17V,NV100
MOTOR CYCLE,YAMAHA,NMAX-155 TURBO,THAILAND,PETROL,155.0,COLOMBO,RECONDITIONED,2025.0,1,NMAX-155,TURBO
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,TRINCOMALEE,RECONDITIONED,2025.0,2,,ADV 160
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2024.0,20,3BA-A210A,RAIZE
CAR,SUZUKI,3BA-DA17W EVERY,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2025.0,14,3BA-DA17W,EVERY
CAR,TOYOTA,5BA-M700A,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-M700A,PASSO
CAR,TOYOTA,URBAN CRUISER TAISOR,INDIA,PETROL,998.0,KEGALLE,RECONDITIONED,2024.0,4,,URBAN CRUISER TAISOR
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2023.0,4,5BA-MH85S,WAGON R
CAR,TOYOTA,3BA-NGX50 C-HR,JAPAN,PETROL,1196.0,MATARA,RECONDITIONED,2023.0,1,3BA-NGX50,C-HR
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2022.0,1,5AA-MH95S,WAGON R
CAR,SUZUKI,5BA-MH85S,JAPAN,PETROL,658.0,GALLE,RECONDITIONED,2024.0,2,5BA-MH85S,WAGON TR
DUAL PURPOSE (COMMERCIAL),TOYOTA,3DF-GUN125 HILUX,THAILAND,DIESEL,2393.0,GAMPAHA,RECONDITIONED,2023.0,3,3DF-GUN125,HILUX
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,KILINOCHCHI,RECONDITIONED,2025.0,3,5AA-A202A,RAIZE
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,659.0,KANDY,RECONDITIONED,2023.0,1,5BA-MH85S,WAGON R
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,658.0,POLONNARUWA,RECONDITIONED,2024.0,1,5BA-B33W,EK WAGON
CAR,NISSAN,ALMERA,THAILAND,PETROL,999.0,COLOMBO,RECONDITIONED,2025.0,8,,ALMERA
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,659.0,GAMPAHA,RECONDITIONED,2024.0,1,5BA-B43W,DAYZ
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,KALUTARA,RECONDITIONED,2025.0,1,6AA-MXPJ10,YARIS
CAR,SUZUKI,3BA-HA37S ALTO,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,6,3BA-HA37S,ALTO
CAR,DAIHATSU,5BA-LA910S TAFT,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2024.0,1,5BA-LA910S,TAFT
CAR,TOYOTA,YARIS ATIV SPORT,THAILAND,PETROL,1197.0,MATALE,RECONDITIONED,2025.0,1,,YARIS ATIV SPORT
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2022.0,12,5BA-KSP210,YARIS
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,RATNAPURA,RECONDITIONED,2025.0,10,6AA-RV5,VEZEL
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,BATTICALOA,RECONDITIONED,2025.0,3,5AA-MH95S,WAGON R
CAR,HONDA,6BA-JF3 N BOX,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,5,6BA-JF3,N BOX
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,PUTTALAM,RECONDITIONED,2025.0,6,,HILUX REVO ROCCO
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2024.0,47,6AA-RV5,VEZEL
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2022.0,8,5BA-KSP210,YARIS
CAR,TOYOTA,4BA-M900A  ROOMY,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2022.0,1,4BA-M900A,ROOMY
CAR,HONDA,6AA RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,20,,6AA RV5 VEZEL
CAR,DAIHATSU,5AA-A202S ROCKY,JAPAN,PETROL/ELE,78.0,GAMPAHA,RECONDITIONED,2023.0,2,5AA-A202S,ROCKY
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,20,5BA-MH85S,WAGON R
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,PETROL/ELE,78.0,JAFFNA,RECONDITIONED,2025.0,6,5AA-A202A,RAIZE
CAR,DAIHATSU,5AA-A202S ROCKY,JAPAN,ELECTRIC,78.0,COLOMBO,RECONDITIONED,2025.0,1,5AA-A202S,ROCKY
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2024.0,2,4BA-M900A,ROOMY
CAR,NISSAN,5BA-B43W DAYZ,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,5,5BA-B43W,DAYZ
CAR,TOYOTA,6AA-ZVG13 COROLLA,JAPAN,PETROL/ELE,1797.0,GALLE,RECONDITIONED,2025.0,1,6AA-ZVG13,COROLLA
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,COLOMBO,RECONDITIONED,2024.0,13,5AA-A202A,RAIZE
CAR,TOYOTA,URBAN CRUISER HYRYDE,INDIA,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,1,,URBAN CRUISER HYRYDE
CAR,MITSUBISHI,5BA-B33W EK WAGON,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2023.0,2,5BA-B33W,EK WAGON
CAR,SUZUKI,5BA-DA17V EVERY,JAPAN,PETROL,656.0,KALUTARA,RECONDITIONED,2025.0,1,5BA-DA17V,EVERY
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,KANDY,RECONDITIONED,2024.0,6,3BA-TRJ250W,VX
CAR,TOYOTA,NYC200R-THXHBT YARIS,THAILAND,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2025.0,1,,NYC200R-THXHBT YARIS
CAR,SUZUKI,4AA-MK54S SPACIA,JAPAN,PETROL,658.0,ANURADHAPURA,RECONDITIONED,2025.0,1,4AA-MK54S,SPACIA
CAR,DAIHATSU,5BA-LA350S  MIRA,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2025.0,1,5BA-LA350S,MIRA
CAR,NISSAN,6AA-FE13  AURA,JAPAN,PETROL/ELE,100.0,GAMPAHA,RECONDITIONED,2024.0,1,6AA-FE13,AURA
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,23,5BA-M900A,ROOMY
CAR,TOYOTA,5BA-M900A   ROOMY,JAPAN,PETROL,996.0,KANDY,RECONDITIONED,2024.0,1,5BA-M900A,ROOMY
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,656.0,POLONNARUWA,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,5BA-A201A,JAPAN,PETROL,1196.0,COLOMBO,RECONDITIONED,2025.0,1,5BA-A201A,Unknown
CAR,HONDA,6AA-RV5,JAPAN,PETROL/ELE,1496.0,GALLE,RECONDITIONED,2024.0,1,6AA-RV5,VEEZL
CAR,SUZUKI,5AA-MR95S HUSTLER,JAPAN,PETROL,657.0,GAMPAHA,RECONDITIONED,2024.0,1,5AA-MR95S,HUSTLER
CAR,NISSAN,5AA-B44WDAYZ,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,1,5AA-B44WDAYZ,Unknown
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,2,4AA-MH55S,WAGON R
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,1196.0,MATALE,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,BADULLA,RECONDITIONED,2023.0,1,5BA-M900A,ROOMY
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,10,6AA-RV5,VEZEL
CAR,SUZUKI,5BD-DA17V EVERY,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2024.0,12,5BD-DA17V,EVERY
CAR,HONDA,6AA-RV 5 VEZEL,JAPAN,PETROL/ELE,1496.0,MATARA,RECONDITIONED,2023.0,1,6AA-RV,5 VEZEL
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,15,5AA-MH95S,WAGON R
CAR,TOYOTA,4BA-M900A ROOMY,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2025.0,5,4BA-M900A,ROOMY
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2024.0,12,5BA-KSP210,YARIS
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KALUTARA,RECONDITIONED,2024.0,12,6AA-RV5,VEZEL
CAR,DAIHATSU,5BA-LA350S MIRA ES,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2025.0,2,5BA-LA350S,MIRA ES
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,160.0,PUTTALAM,RECONDITIONED,2025.0,1,,PCX 160
CAR,TOYOTA,URBAN CRUISER TAISOR,INDIA,PETROL,998.0,COLOMBO,RECONDITIONED,2025.0,39,,URBAN CRUISER TAISOR
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,2025.0,6,,PCX
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,998.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-KSP210,YARIS
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,2022.0,5,6AA-RV5,VEZEL
CAR,MITSUBISHI,5BA-B33W WAGON,JAPAN,PETROL,658.0,HAMBANTOTA,RECONDITIONED,2024.0,1,5BA-B33W,WAGON
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,PUTTALAM,RECONDITIONED,2025.0,6,,PCX 160
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KEGALLE,RECONDITIONED,2024.0,6,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KANDY,RECONDITIONED,2025.0,16,6AA-RV5,VEZEL
CAR,LEXUS,6AA-MAYH10 LBX,JAPAN,PETROL/ELE,1496.0,GAMPAHA,RECONDITIONED,2024.0,1,6AA-MAYH10,LBX
SINGLE CAB,SUZUKI,3BD-DA16T CARRY,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2022.0,1,3BD-DA16T,CARRY
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,VAVUNIYA,RECONDITIONED,2024.0,1,EK3-471,4WD
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1490.0,GALLE,RECONDITIONED,2023.0,1,6AA-MXPJ10,YARIS
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,5,5BA-LA900S,TAFT
CAR,TOYOTA,6AA-ZVG16 COROLLA,JAPAN,PETROL/ELE,1797.0,COLOMBO,RECONDITIONED,2024.0,1,6AA-ZVG16,COROLLA
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,658.0,VAVUNIYA,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
CAR,DAIHATSU,5BA-LA250S,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2023.0,2,5BA-LA250S,Unknown
CAR,DAIHATSU,5BA-LA900S TAFT,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,2024.0,1,5BA-LA900S,TAFT
CAR,NISSAN,5AA-B44W DAYS,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,5AA-B44W,DAYS
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,1196.0,BATTICALOA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,6AA-ZWR90W VOXY,JAPAN,PETROL/ELE,1797.0,COLOMBO,RECONDITIONED,2025.0,6,6AA-ZWR90W,VOXY
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,657.0,MATARA,RECONDITIONED,2024.0,3,5BA-MH85S,WAGON R
CAR,HONDA,6BA-JF3 N-BOX,JAPAN,PETROL,658.0,PUTTALAM,RECONDITIONED,2023.0,1,6BA-JF3,N-BOX
CAR,SUZUKI,5BA-MH85S WAGON R,JAPAN,PETROL,657.0,RATNAPURA,RECONDITIONED,2024.0,1,5BA-MH85S,WAGON R
DUAL PURPOSE (COMMERCIAL),TMT,3DF GUN125  GR SPORT,JAPAN,DIESEL,2393.0,KURUNEGALA,RECONDITIONED,2023.0,1,,3DF GUN125  GR SPORT
CAR,SUZUKI,5AA-MH95S  WAGON R,JAPAN,PETROL,658.0,KALUTARA,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,BATTICALOA,RECONDITIONED,2023.0,1,6AA-MXPJ10,YARIS
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,KANDY,RECONDITIONED,2023.0,5,6AA-RV5,VEZEL
MOTOR CYCLE,HONDA,ADV160,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,2025.0,3,,ADV160
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL/ELE,658.0,GAMPAHA,RECONDITIONED,2025.0,1,5AA-MH95S,WAGON R
CAR,TOYOTA,5BA-A201A RAIZE,JAPAN,PETROL,1196.0,GAMPAHA,RECONDITIONED,2024.0,9,5BA-A201A,RAIZE
MOTOR CYCLE,HONDA,PCX-125,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,2025.0,3,PCX-125,Unknown
CAR,TOYOTA,3BA-A210A   RAIZE,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2023.0,1,3BA-A210A,RAIZE
CAR,TOYOTA,5BA-KSP210   YARIS,JAPAN,PETROL,990.0,GAMPAHA,RECONDITIONED,2024.0,1,5BA-KSP210,YARIS
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2023.0,6,5BA-KSP210,YARIS
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,650.0,BATTICALOA,RECONDITIONED,2025.0,1,4AA-MH55S,WAGON R
MOTOR CYCLE,HONDA,ADV160,THAILAND,PETROL,157.0,COLOMBO,RECONDITIONED,2025.0,2,,ADV160
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,650.0,COLOMBO,RECONDITIONED,2023.0,1,5AA-B44W,DAYZ
CAR,HONDA,6AA-RV6 VEZEL,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2023.0,2,6AA-RV6,VEZEL
CAR,TOYOTA,5AA-A202A  RAIZE,JAPAN,PETROL/ELE,78.0,TRINCOMALEE,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,DAIHATSU,3BD-S710V ATRAI,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,1,3BD-S710V,ATRAI
CAR,TOYOTA,6AA-MXPJ15 YARIS,JAPAN,PETROL/ELE,1490.0,GALLE,RECONDITIONED,2023.0,1,6AA-MXPJ15,YARIS
CAR,TOYOTA,3BA-TRJ150W  PRADO,JAPAN,PETROL,2693.0,GAMPAHA,RECONDITIONED,2023.0,2,3BA-TRJ150W,PRADO
CAR,MITSUBISHI,5BA-B33W,JAPAN,PETROL,656.0,HAMBANTOTA,RECONDITIONED,2024.0,1,5BA-B33W,EK  WAGON
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,990.0,COLOMBO,RECONDITIONED,2023.0,1,5BA-KSP210,YARIS
CAR,HONDA,6AA-RV5 VEZEL,JAPAN,PETROL/ELE,1496.0,POLONNARUWA,RECONDITIONED,2024.0,1,6AA-RV5,VEZEL
CAR,HONDA,6AA-RV5  VEZEL,JAPAN,PETROL/ELE,1496.0,KURUNEGALA,RECONDITIONED,2025.0,4,6AA-RV5,VEZEL
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2024.0,9,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2023.0,6,3BA-A210A,RAIZE
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,POLONNARUWA,RECONDITIONED,2023.0,1,5BA-M900A,ROOMY
CAR,NISSAN,6AA-E13 NOTE,JAPAN,PETROL/ELE,85.0,COLOMBO,RECONDITIONED,2024.0,1,6AA-E13,NOTE
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,POLONNARUWA,RECONDITIONED,2024.0,2,5BA-KSP210,YARIS
CAR,VOLKSWAGEN,3AA-CDDLA GOLF,GERMANY,PETROL,999.0,GALLE,RECONDITIONED,2023.0,1,3AA-CDDLA,GOLF
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,MATARA,RECONDITIONED,2025.0,4,5AA-A202A,RAIZE
CAR,TOYOTA,3DA-FJA300W,JAPAN,DIESEL,3345.0,KANDY,RECONDITIONED,2025.0,1,3DA-FJA300W,Unknown
CAR,MAZDA,5AA-MM53S FLAIRWAGON,JAPAN,PETROL,658.0,GAMPAHA,RECONDITIONED,2023.0,1,5AA-MM53S,FLAIRWAGON
CAR,TOYOTA,3BA-TRJ250W,JAPAN,PETROL,2693.0,COLOMBO,RECONDITIONED,2024.0,18,3BA-TRJ250W,VX
CAR,NISSAN,5AA-B44W DAYZ,JAPAN,PETROL,658.0,KEGALLE,RECONDITIONED,2023.0,1,5AA-B44W,DAYZ
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,2024.0,2,4AA-MH55S,WAGON R
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,KANDY,RECONDITIONED,2025.0,3,5AA-A202A,RAIZE
MOTOR CYCLE,HONDA,ADV 160,JAPAN,PETROL,157.0,MATARA,RECONDITIONED,2025.0,1,,ADV 160
CAR,TOYOTA,5BA-M700A PASSO,JAPAN,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,3,5BA-M700A,PASSO
CAR,TOYOTA,5AA-A202A RAIZE,JAPAN,ELECTRIC,78.0,PUTTALAM,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
