Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Unnamed: 9,Unnamed: 10,Model_Code,Clean_Name
MOTOR CYCLE,HONDA,HORNET,JAPAN,PETROL,250.0,GAMPAHA,BOUGHT FROM AUCTION,1,,,,HORNET
MOTOR CYCLE,HONDA,HORNET CB250F7,JAPAN,PETROL,249.0,GAMPAHA,BOUGHT FROM AUCTION,2,,,,HORNET CB250F7
MOTOR CYCLE,HONDA,K50,JAPAN,PETROL,49.0,COLOMBO,BOUGHT FROM AUCTION,1,,,,K50
MOTOR CYCLE,HONDA,KAWASAKI ZX250E,JAPAN,PETROL,250.0,KANDY,RECONDITIONED,1,,,,KAWASAKI ZX250E
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,156.0,COLOMBO,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,COLOMBO,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,GAMPAHA,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,125.0,MATARA,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,COLOMBO,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,125.0,PUTTALAM,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,156.0,PUTTALAM,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,125.0,PUTTALAM,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,156.0,GAMPAHA,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,157.0,KANDY,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,TRINCOMALEE,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,GAMPAHA,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,KALUTARA,RECONDITIONED,1,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,2,,,,PCX
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,PUTTALAM,RECONDITIONED,2,,,,PCX
MOTOR CYCLE,HONDA,PCX,VIETNAM,PETROL,124.0,KURUNEGALA,RECONDITIONED,2,,,,PCX
MOTOR CYCLE,HONDA,PCX,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,8,,,,PCX
MOTOR CYCLE,HONDA,PCX  125,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,1,,,,PCX  125
MOTOR CYCLE,HONDA,PCX  125,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,1,,,,PCX  125
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,125.0,GAMPAHA,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,COLOMBO,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,KALUTARA,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,125.0,PUTTALAM,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,COLOMBO,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,125.0,KURUNEGALA,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,KEGALLE,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,125.0,TRINCOMALEE,RECONDITIONED,1,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,KURUNEGALA,RECONDITIONED,2,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,GAMPAHA,RECONDITIONED,2,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,KANDY,RECONDITIONED,2,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,4,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,PUTTALAM,RECONDITIONED,7,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,VIETNAM,PETROL,124.0,GAMPAHA,RECONDITIONED,7,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 125,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,14,,,,PCX 125
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,TRINCOMALEE,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,MATALE,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,156.0,KANDY,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,KANDY,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,KALUTARA,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,MATARA,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,135.0,GAMPAHA,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,TRINCOMALEE,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,COLOMBO,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,JAFFNA,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KEGALLE,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,156.0,COLOMBO,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,156.0,ANURADHAPURA,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,156.0,PUTTALAM,RECONDITIONED,1,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,BATTICALOA,RECONDITIONED,2,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,RATNAPURA,RECONDITIONED,2,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,AMPARA,RECONDITIONED,2,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,COLOMBO,RECONDITIONED,2,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,KALUTARA,RECONDITIONED,2,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,156.0,GAMPAHA,RECONDITIONED,2,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,KURUNEGALA,RECONDITIONED,3,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,KANDY,RECONDITIONED,3,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,BATTICALOA,RECONDITIONED,3,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,4,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,GAMPAHA,RECONDITIONED,5,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,5,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,VIETNAM,PETROL,157.0,GAMPAHA,RECONDITIONED,7,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,PUTTALAM,RECONDITIONED,10,,,,PCX 160
MOTOR CYCLE,HONDA,PCX 160,JAPAN,PETROL,157.0,KANDY,RECONDITIONED,10,,,,PCX 160
MOTOR CYCLE,HONDA,PCX125,JAPAN,PETROL,124.0,PUTTALAM,RECONDITIONED,1,,,,PCX125
MOTOR CYCLE,HONDA,PCX125,VIETNAM,PETROL,124.0,PUTTALAM,RECONDITIONED,1,,,,PCX125
MOTOR CYCLE,HONDA,PCX125,VIETNAM,PETROL,124.0,GAMPAHA,RECONDITIONED,3,,,,PCX125
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,GALLE,RECONDITIONED,1,,,,PCX160
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,PUTTALAM,RECONDITIONED,1,,,,PCX160
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,BATTICALOA,RECONDITIONED,1,,,,PCX160
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,KURUNEGALA,RECONDITIONED,1,,,,PCX160
MOTOR CYCLE,HONDA,PCX160,JAPAN,PETROL,157.0,COLOMBO,RECONDITIONED,2,,,,PCX160
MOTOR CYCLE,HONDA,SUPER CUB,THAILAND,PETROL,110.0,GAMPAHA,RECONDITIONED,1,,,,SUPER CUB
MOTOR CYCLE,HONDA,SUPER CUB 50,JAPAN,PETROL,49.0,PUTTALAM,RECONDITIONED,1,,,,SUPER CUB 50
MOTOR CYCLE,HONDA,SUPER CUB C125 ABS,JAPAN,PETROL,124.0,KURUNEGALA,RECONDITIONED,1,,,,SUPER CUB C125 ABS
MOTOR CYCLE,HONDA,ZOOMER,JAPAN,PETROL,49.0,KURUNEGALA,RECONDITIONED,1,,,,ZOOMER
MOTOR CYCLE,HUAIHAI,HUAIHAI,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,1,,,,HUAIHAI
MOTOR CYCLE,HUAIHAI,HUAIHAI,CHINA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW,2,,,,HUAIHAI
MOTOR CYCLE,HUAIHAI,HUAIHAI,CHINA,ELECTRIC,2.0,MATARA,BRAND NEW,3,,,,HUAIHAI
MOTOR CYCLE,HUAIHAI,ZL9,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,1,,,,ZL9
MOTOR CYCLE,KAINUO,MAGNA 150,CHINA,PETROL,150.0,MATARA,BRAND NEW,1,,,,MAGNA 150
MOTOR CYCLE,KAWASAKI,8BK-ZX250H,JAPAN,PETROL,249.0,MATALE,RECONDITIONED,1,,,8BK-ZX250H,Unknown
MOTOR CYCLE,KAWASAKI,NINJA ZX-25R,JAPAN,PETROL,249.0,KURUNEGALA,RECONDITIONED,1,,,,NINJA ZX-25R
MOTOR CYCLE,LADEAEV,E-BIKE,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,1,,,,E-BIKE
MOTOR CYCLE,LE,DINA U ENJOY-B1- A,CHINA,ELECTRIC,1.0,RATNAPURA,BRAND NEW,1,,,,DINA U ENJOY-B1- A
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,COLOMBO,BRAND NEW,1,,,,ERC80
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,GALLE,BRAND NEW-L/ASSEMBLE,1,,,,ERC80
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,GAMPAHA,BRAND NEW-L/ASSEMBLE,2,,,,ERC80
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,COLOMBO,BRAND NEW-L/ASSEMBLE,6,,,,ERC80
MOTOR CYCLE,LENCAR,ERC80,SRI LANKA,ELECTRIC,1.2,KALUTARA,BRAND NEW-L/ASSEMBLE,7,,,,ERC80
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,BADULLA,BRAND NEW,1,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,JAFFNA,BRAND NEW,1,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,2,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,KALUTARA,BRAND NEW,2,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,MATALE,BRAND NEW,2,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,AMPARA,BRAND NEW,2,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,PUTTALAM,BRAND NEW,2,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,MONERAGALA,BRAND NEW,2,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,RATNAPURA,BRAND NEW,3,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,KANDY,BRAND NEW,4,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,POLONNARUWA,BRAND NEW,5,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,6,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,GALLE,BRAND NEW,7,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,MATARA,BRAND NEW,8,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,9,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,ANURADHAPURA,BRAND NEW,16,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,ELO-07,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,73,,,ELO-07,Unknown
MOTOR CYCLE,LIMA,JV 1.5G,CHINA,ELECTRIC,1.5,JAFFNA,BRAND NEW,1,,,,JV 1.5G
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,2,,,,M-MHH-Z30LJ
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,3,,,,M-MHH-Z30LJ
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,3,,,,M-MHH-Z30LJ
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,1,,,,M-MHH-Z45LJ
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,1,,,,M-MHH-Z45LJ
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,1,,,,M-MHH-Z45LJ
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,MONERAGALA,BRAND NEW,1,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,PUTTALAM,BRAND NEW,1,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,TRINCOMALEE,BRAND NEW,1,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,MATARA,BRAND NEW,1,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,JAFFNA,BRAND NEW,1,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,ANURADHAPURA,BRAND NEW,3,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,GALLE,BRAND NEW,3,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,AMPARA,BRAND NEW,4,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,RATNAPURA,BRAND NEW,4,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,KURUNEGALA,BRAND NEW,5,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,8,,,,MNK3
MOTOR CYCLE,LUYUAN,MNK3,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,19,,,,MNK3
MOTOR CYCLE,LUYUAN,MS70 Z23E,CHINA,ELECTRIC,1.2,MONERAGALA,BRAND NEW,2,,,,MS70 Z23E
MOTOR CYCLE,LUYUAN,MS70 Z23E,CHINA,ELECTRIC,1.2,GALLE,BRAND NEW,3,,,,MS70 Z23E
MOTOR CYCLE,LUYUAN,MS70 Z23E,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,7,,,,MS70 Z23E
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,ANURADHAPURA,BRAND NEW,2,,,,MYT
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,AMPARA,BRAND NEW,2,,,,MYT
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,POLONNARUWA,BRAND NEW,9,,,,MYT
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,HAMBANTOTA,BRAND NEW,10,,,,MYT
MOTOR CYCLE,LUYUAN,MYY-Z35J,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,1,,,MYY-Z35J,Unknown
MOTOR CYCLE,LUYUAN,MYY-Z35J,CHINA,ELECTRIC,2.0,KALUTARA,BRAND NEW,1,,,MYY-Z35J,Unknown
MOTOR CYCLE,LUYUAN,S90 PLUS,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,,,,S90 PLUS
MOTOR CYCLE,LUYUAN,S90 PLUS,CHINA,ELECTRIC,1.5,GALLE,BRAND NEW,1,,,,S90 PLUS
MOTOR CYCLE,LUYUAN,S90 PLUS,CHINA,ELECTRIC,1.5,POLONNARUWA,BRAND NEW,1,,,,S90 PLUS
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,MATARA,BRAND NEW,1,,,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,ANURADHAPURA,BRAND NEW,1,,,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,MONERAGALA,BRAND NEW,2,,,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,3,,,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,AMPARA,BRAND NEW,3,,,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,POLONNARUWA,BRAND NEW,8,,,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,HAMBANTOTA,BRAND NEW,9,,,MKK-Z23E-12-C,Unknown
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,CHINA,ELECTRIC,1.8,HAMBANTOTA,BRAND NEW,1,,,,M-MKK-Z30LJ-12-C
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,CHINA,ELECTRIC,1.8,POLONNARUWA,BRAND NEW,1,,,,M-MKK-Z30LJ-12-C
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,CHINA,ELECTRIC,1.8,ANURADHAPURA,BRAND NEW,1,,,,M-MKK-Z30LJ-12-C
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,KALUTARA,BRAND NEW,1,,,,ARS
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,KURUNEGALA,BRAND NEW,1,,,,ARS
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.4,COLOMBO,BRAND NEW,1,,,,ARS
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,GALLE,BRAND NEW,1,,,,ARS
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,COLOMBO,BRAND NEW,2,,,,ARS
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,GAMPAHA,BRAND NEW,3,,,,ARS
MOTOR CYCLE,NWOW,CS,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,1,,,,CS
MOTOR CYCLE,NWOW,GB2,CHINA,ELECTRIC,0.4,GAMPAHA,BRAND NEW,2,,,,GB2
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,BADULLA,BRAND NEW,1,,,,SE
MOTOR CYCLE,NWOW,SE,SRI LANKA,ELECTRIC,0.8,GAMPAHA,BRAND NEW-L/ASSEMBLE,1,,,,SE
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,PUTTALAM,BRAND NEW,1,,,,SE
MOTOR CYCLE,NWOW,SE,SRI LANKA,ELECTRIC,0.8,COLOMBO,BRAND NEW-L/ASSEMBLE,1,,,,SE
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,MATARA,BRAND NEW,1,,,,SE
MOTOR CYCLE,NWOW,SE,SRI LANKA,ELECTRIC,0.8,KALUTARA,BRAND NEW-L/ASSEMBLE,1,,,,SE
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,7,,,,SE
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,23,,,,SE
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,23,,,,SE
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,PUTTALAM,BRAND NEW,5,,,,TK 10
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,10,,,,TK 10
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,15,,,,TK 10
MOTOR CYCLE,NWOW,TK 10,CHINA,ELECTRIC,0.8,GAMPAHA,BRAND NEW,20,,,,TK 10
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,KALUTARA,BRAND NEW,2,,,,V11
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,GAMPAHA,BRAND NEW,5,,,,V11
MOTOR CYCLE,NWOW,V11,CHINA,ELECTRIC,1.0,COLOMBO,BRAND NEW,7,,,,V11
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,KALUTARA,BRAND NEW,1,,,,WSP
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,MONERAGALA,BRAND NEW,1,,,,WSP
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,6,,,,WSP
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,8,,,,WSP
MOTOR CYCLE,OKAYA,FAAST F2T,INDIA,ELECTRIC,1.2,BATTICALOA,BRAND NEW,1,,,,FAAST F2T
MOTOR CYCLE,OPAI,OPY-EM-005,CHINA,ELECTRIC,2.4,MONERAGALA,BRAND NEW,3,,,OPY-EM-005,Unknown
MOTOR CYCLE,OPAI,YW-06,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,1,,,YW-06,Unknown
MOTOR CYCLE,OPAI,YW-06,CHINA,ELECTRIC,2.0,BADULLA,BRAND NEW,1,,,YW-06,Unknown
MOTOR CYCLE,OPAI,YW-06,CHINA,PETROL,2.0,PUTTALAM,BRAND NEW,1,,,YW-06,Unknown
MOTOR CYCLE,OPAI,YW-06,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,3,,,YW-06,Unknown
MOTOR CYCLE,OYFLY,TDM BO2,CHINA,ELECTRIC,1.0,HAMBANTOTA,BRAND NEW,1,,,,TDM BO2
MOTOR CYCLE,OYFLY,TDM-LTW,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,1,,,TDM-LTW,Unknown
MOTOR CYCLE,OYFLY,TDM-LTW,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,1,,,TDM-LTW,Unknown
MOTOR CYCLE,OYFLY,TDM-LTW,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,1,,,TDM-LTW,Unknown
MOTOR CYCLE,OYFLY,TDM-LTW,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,1,,,TDM-LTW,Unknown
MOTOR CYCLE,OYFLY,TDM-LTW,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,1,,,TDM-LTW,Unknown
MOTOR CYCLE,QCIX,QCIX-LH,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,1,,,QCIX-LH,Unknown
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,AMPARA,BRAND NEW,1,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,TRINCOMALEE,BRAND NEW,1,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,1,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,2,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,2,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,GALLE,BRAND NEW,3,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW,3,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,6,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,GAMPAHA,BRAND NEW,7,,,,G18
MOTOR CYCLE,QUANLE,G18,CHINA,ELECTRIC,2.0,KURUNEGALA,BRAND NEW,7,,,,G18
